stop_id,stop_name,stop_lat,stop_lon,zone_id
"at:44:41241:0:1","Linz/Donau Salesianumweg","48.2979260066915","14.2762241265772",""
"at:44:41242:0:0","Linz/Donau Salzburger Straße","48.2565904694692","14.2875428991587",""
"at:44:41242:0:1","Linz/Donau Salzburger Straße","48.2557949974833","14.2874530676303",""
"at:44:41242:0:2","Linz/Donau Salzburger Straße","48.2565605647312","14.2874710339359",""
"at:44:41243:0:0","Linz/Donau Bannerstraße","48.2496281745094","14.26928014943",""
"at:44:41243:0:1","Linz/Donau Bannerstraße","48.2497238825842","14.2700616837273",""
"at:44:41245:0:1","Linz/Donau Schiffswerft","48.3184796817319","14.3097672192909",""
"at:44:41245:0:2","Linz/Donau Schiffswerft","48.3174044039735","14.3101355285574",""
"at:44:41247:0:0","Linz/Donau Schlachthof","48.3131389122803","14.3009637295053",""
"at:44:41247:0:1","Linz/Donau Schlachthof","48.3135212678221","14.3003349088063",""
"at:44:41248:0:0","Linz/Donau Schörgenhubstraße","48.2497298643329","14.3016194996628",""
"at:44:41248:0:1","Linz/Donau Schörgenhubstraße","48.250136621605","14.3016913648855",""
"at:44:41249:0:0","Linz/Donau Schulertal","48.3018999643201","14.276637351608",""
"at:44:41249:0:1","Linz/Donau Schulertal","48.3017266703635","14.2765475200795",""
"at:44:41250:0:0","Linz/Donau Siemensstraße","48.2461047963394","14.2864020387477",""
"at:44:41250:0:1","Linz/Donau Siemensstraße","48.2464936360668","14.2865906849574",""
